Data,Categoria,Produto,Quantidade,Preco_Unitario,Receita
2025-12-06,Esportes,Bicicleta,5,69.47,347.35
2025-12-06,Esportes,Bola,1,101.72,101.72
2025-12-07,Esportes,Tênis Esportivo,1,540.18,540.18
2025-12-07,Vestuário,Camiseta,2,209.98,419.96
2025-12-07,Esportes,Bola,1,787.95,787.95
2025-12-07,Casa e Decoração,Almofada,4,667.09,2668.36
2025-12-07,Casa e Decoração,Tapete,2,426.03,852.06
2025-12-07,Vestuário,Calça Jeans,5,603.3,3016.5
2025-12-07,Casa e Decoração,Vaso,2,490.52,981.04
2025-12-07,Casa e Decoração,Almofada,5,327.83,1639.15
2025-12-08,Vestuário,Jaqueta,3,246.8,740.4
2025-12-08,Casa e Decoração,Vaso,1,696.75,696.75
2025-12-08,Esportes,Bicicleta,3,320.52,961.56
2025-12-08,Alimentos,Café,2,440.98,881.96
2025-12-09,Casa e Decoração,Almofada,5,62.83,314.15
2025-12-09,Alimentos,Chocolate,3,15.02,45.06
2025-12-09,Eletrônicos,Notebook,1,171.07,171.07
2025-12-09,Vestuário,Jaqueta,3,605.14,1815.42
2025-12-09,Esportes,Tênis Esportivo,1,751.38,751.38
2025-12-09,Esportes,Bicicleta,1,488.98,488.98
2025-12-10,Esportes,Bicicleta,5,593.89,2969.45
2025-12-10,Alimentos,Snack,3,121.59,364.77
2025-12-10,Esportes,Bicicleta,3,612.41,1837.23
2025-12-10,Alimentos,Bebida,5,132.42,662.1
2025-12-10,Eletrônicos,Notebook,3,245.61,736.83
2025-12-10,Casa e Decoração,Vaso,3,760.72,2282.16
2025-12-10,Vestuário,Jaqueta,3,457.28,1371.84
2025-12-11,Vestuário,Jaqueta,4,132.52,530.08
2025-12-11,Vestuário,Calça Jeans,3,607.09,1821.27
2025-12-12,Esportes,Tênis Esportivo,5,78.49,392.45
2025-12-12,Vestuário,Calça Jeans,1,228.48,228.48
2025-12-12,Eletrônicos,Smartphone,5,212.04,1060.2
2025-12-12,Alimentos,Snack,3,288.7,866.1
2025-12-13,Esportes,Halteres,2,69.29,138.58
2025-12-13,Alimentos,Café,5,460.4,2302.0
2025-12-13,Vestuário,Jaqueta,2,766.5,1533.0
2025-12-14,Casa e Decoração,Tapete,1,668.6,668.6
2025-12-15,Alimentos,Bebida,4,546.89,2187.56
2025-12-15,Eletrônicos,Notebook,3,196.39,589.17
2025-12-15,Vestuário,Calça Jeans,5,41.12,205.6
2025-12-15,Esportes,Tênis Esportivo,4,543.12,2172.48
2025-12-15,Alimentos,Chocolate,3,288.03,864.09
2025-12-15,Vestuário,Tênis,2,396.21,792.42
2025-12-15,Casa e Decoração,Almofada,2,535.3,1070.6
2025-12-15,Eletrônicos,Smartphone,5,464.25,2321.25
2025-12-15,Vestuário,Calça Jeans,1,64.21,64.21
2025-12-15,Alimentos,Snack,2,120.53,241.06
2025-12-15,Esportes,Bicicleta,5,109.47,547.35
2025-12-16,Vestuário,Calça Jeans,4,720.64,2882.56
2025-12-17,Vestuário,Tênis,4,728.7,2914.8
2025-12-17,Casa e Decoração,Tapete,2,663.77,1327.54
2025-12-18,Esportes,Bicicleta,3,233.97,701.91
2025-12-18,Esportes,Halteres,4,442.24,1768.96
2025-12-19,Esportes,Bola,2,633.1,1266.2
2025-12-19,Eletrônicos,Notebook,3,659.16,1977.48
2025-12-19,Vestuário,Jaqueta,5,359.25,1796.25
2025-12-19,Eletrônicos,Smart TV,5,16.63,83.15
2025-12-20,Casa e Decoração,Tapete,5,86.89,434.45
2025-12-20,Vestuário,Camiseta,1,776.31,776.31
2025-12-20,Vestuário,Camiseta,2,107.82,215.64
2025-12-20,Alimentos,Café,5,591.12,2955.6
2025-12-20,Vestuário,Tênis,3,649.33,1947.99
2025-12-20,Esportes,Bicicleta,3,504.35,1513.05
2025-12-20,Alimentos,Café,1,510.66,510.66
2025-12-21,Eletrônicos,Smart TV,3,506.16,1518.48
2025-12-21,Casa e Decoração,Vaso,5,487.09,2435.45
2025-12-21,Casa e Decoração,Vaso,5,776.09,3880.45
2025-12-21,Alimentos,Bebida,1,84.86,84.86
2025-12-21,Esportes,Bicicleta,4,597.67,2390.68
2025-12-22,Esportes,Bicicleta,3,55.68,167.04
2025-12-22,Alimentos,Bebida,5,130.75,653.75
2025-12-22,Esportes,Bicicleta,2,166.85,333.7
2025-12-22,Alimentos,Chocolate,3,751.65,2254.95
2025-12-22,Vestuário,Jaqueta,1,592.92,592.92
2025-12-23,Esportes,Tênis Esportivo,1,184.6,184.6
2025-12-23,Eletrônicos,Smartphone,3,153.23,459.69
2025-12-23,Esportes,Tênis Esportivo,2,610.42,1220.84
2025-12-23,Eletrônicos,Smart TV,3,792.55,2377.65
2025-12-23,Eletrônicos,Smartphone,1,132.08,132.08
2025-12-24,Vestuário,Calça Jeans,4,666.07,2664.28
2025-12-24,Alimentos,Café,5,585.0,2925.0
2025-12-24,Vestuário,Tênis,1,407.99,407.99
2025-12-24,Alimentos,Snack,3,511.19,1533.57
2025-12-25,Eletrônicos,Smartphone,4,698.71,2794.84
2025-12-25,Eletrônicos,Smartphone,3,346.04,1038.12
2025-12-25,Alimentos,Café,2,34.95,69.9
2025-12-25,Esportes,Tênis Esportivo,4,157.34,629.36
2025-12-26,Casa e Decoração,Luminária,2,460.64,921.28
2025-12-26,Casa e Decoração,Tapete,4,443.28,1773.12
2025-12-26,Alimentos,Bebida,2,455.06,910.12
2025-12-26,Vestuário,Jaqueta,3,246.0,738.0
2025-12-27,Esportes,Tênis Esportivo,4,143.47,573.88
2025-12-27,Eletrônicos,Notebook,4,476.49,1905.96
2025-12-27,Casa e Decoração,Almofada,1,15.11,15.11
2025-12-27,Alimentos,Bebida,1,766.98,766.98
2025-12-28,Vestuário,Jaqueta,1,450.74,450.74
2025-12-28,Vestuário,Tênis,1,597.24,597.24
2025-12-28,Eletrônicos,Notebook,2,369.98,739.96
2025-12-28,Casa e Decoração,Luminária,3,55.16,165.48
2025-12-29,Esportes,Bola,1,351.72,351.72
2025-12-30,Esportes,Bola,2,722.59,1445.18
2025-12-30,Casa e Decoração,Almofada,5,214.64,1073.2
2025-12-30,Vestuário,Calça Jeans,4,231.44,925.76
2025-12-30,Alimentos,Snack,1,406.22,406.22
2025-12-30,Alimentos,Chocolate,4,39.92,159.68
2025-12-30,Vestuário,Tênis,3,368.35,1105.05
2025-12-30,Alimentos,Chocolate,1,432.29,432.29
2025-12-31,Alimentos,Bebida,3,740.57,2221.71
2025-12-31,Alimentos,Snack,5,264.71,1323.55
2025-12-31,Eletrônicos,Notebook,5,415.47,2077.35
